! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2046;25;306374.3;44238.38;98964.52;508881.2;7761.872;1935609;0;2901829
2046;26;45691.37;28612.21;75719.27;171300.3;3547.493;1320600;0;1645471
2046;27;0;0;0;0;0;0;0;0
2046;28;1.62E+07;6019360;6972421;2.18E+07;1010086;1.40E+08;0;1.91E+08
2047;1;334057.8;387439.5;128143.3;340335.7;18302.33;2782412;0;3990690
2047;2;2178205;2432025;1215101;3292211;181782.8;1.28E+07;0;2.21E+07
2047;3;202902.4;142451;168389.8;485088.7;8916.715;2541346;0;3549094
2047;4;61928.04;4735.26;74024.36;204979.2;17794.83;1346303;0;1709765
2047;5;364244;239160.6;390300.9;1061982;17711.71;2136652;0;4210051
2047;6;331266.5;22701.64;247856.8;710586.2;15388.32;2561663;0;3889463
2047;7;99715.62;22671.4;198996.2;270841.6;7687.477;1915274;0;2515186
2047;8;232146;75084.67;216746.1;499658.8;8642.896;2096408;0;3128687
2047;9;48671.42;35860.49;103178.9;239075.1;9269.815;969869.3;0;1405925
2047;10;79937.75;108933.6;71906.36;158588.6;3151.83;730155.4;0;1152674
2047;11;1566729;131726.3;868629.4;3229630;80457;3.99E+07;0;4.58E+07
2047;12;42178.58;43014.9;222479.7;829921.7;7379.354;6085508;0;7230482
2047;13;131611.5;5194.408;267632.3;312607.6;28873.07;2481966;0;3227885
2047;14;35555.16;61104.52;41481.07;157621.3;576.6321;497036.4;0;793375.1
2047;15;2259.347;37157.68;36813.23;93436.61;6285.829;597371.4;0;773324.1
2047;16;152437.6;782107.1;104203.3;255579.4;24050.52;1409976;0;2728355
2047;17;0;11228.7;521987.8;707861.7;23576.94;5941128;0;7205783
2047;18;571811.4;191962.6;309546.5;1595965;29161.27;5133020;0;7831467
2047;19;104735.2;35894.91;113172.7;490780.6;17777.5;2863302;0;3625663
2047;20;6711040;885410.1;837754;3780789;272883.9;2.09E+07;0;3.34E+07
2047;21;773630.9;149175.4;338940.7;1123863;127898.5;1.39E+07;0;1.64E+07
2047;22;905537.5;62563.04;215604.2;725181.3;54094.76;2064537;0;4027518
2047;23;676549.1;64842.13;132737.8;611766.1;21530.06;4258465;0;5765890
2047;24;337674.1;121478.9;82878.61;243462.4;34501.23;1584919;0;2404914
2047;25;313500.3;46237.91;102705;528587.4;8045.731;1996888;0;2995965
2047;26;47051.05;30044.34;79033.95;178881.6;3668.222;1370666;0;1709345
2047;27;0;0;0;0;0;0;0;0
2047;28;1.63E+07;6130206;7090244;2.21E+07;1029409;1.41E+08;0;1.94E+08
2048;1;336631;394873.5;129521.1;344625.5;18700.72;2805553;0;4029904
2048;2;2186859;2471576;1223612;3317108;184483.1;1.29E+07;0;2.23E+07
2048;3;205184.8;146547.3;171845.3;495204.2;9128.403;2588078;0;3615988
2048;4;62793.15;4811.694;75780.64;210207.3;18239.38;1371384;0;1743216
2048;5;369307.4;247227.2;401007.3;1093009;18223.4;2184962;0;4313737
2048;6;334949.2;23007.34;253020.6;726379.9;15774.25;2602787;0;3955918
2048;7;101317.6;23487.53;203796;277350.3;7989.268;1957502;0;2571443
2048;8;238812.7;78606.8;225274;519363.9;8925.551;2171082;0;3242065
2048;9;50141.5;37769.89;107632.2;249428.2;9534.354;1007446;0;1461952
2048;10;80807.31;112035.4;73368.3;161868.9;3222.556;742637.6;0;1173940
2048;11;1576152;134085.5;881868.6;3283105;81408.48;4.02E+07;0;4.61E+07
2048;12;42260.87;43599.27;225185.4;840775.6;7491.841;6109749;0;7269062
2048;13;133348.1;5315.967;273033.4;319417.8;29421.58;2516805;0;3277342
2048;14;35826.34;62268.13;42358.23;161191.2;588.1379;503785.7;0;806017.8
2048;15;2280.038;37578.75;37341.86;94849.11;6461.231;603248.8;0;781759.8
2048;16;153108.8;796803;106097.2;260224.6;24369.07;1419931;0;2760534
2048;17;0;11516.56;529118.9;717641.3;24024.06;6018064;0;7300365
2048;18;579056.9;198242.5;317061.4;1636334;30134.45;5230531;0;7991360
2048;19;105140;36034.63;114403.7;496845.6;17915.21;2877068;0;3647407
2048;20;6727703;890294.6;848033.8;3832258;276932.8;2.10E+07;0;3.36E+07
2048;21;779827;152682;345209.6;1145826;130912.4;1.40E+07;0;1.66E+07
2048;22;913299.1;64183.26;219457.9;738417;55650.26;2091553;0;4082561
2048;23;676429.1;65496.45;133429.9;615337.9;21695.54;4263246;0;5775635
2048;24;340584.3;123919.1;84046.24;247181.4;35106.74;1600760;0;2431598
2048;25;320547;48264.61;106481.6;548704.2;8317.939;2057633;0;3089948
2048;26;48399.65;31496.44;82397.07;186643;3790.698;1420421;0;1773148
2048;27;0;0;0;0;0;0;0;0
2048;28;1.64E+07;6241724;7210382;2.25E+07;1048441;1.42E+08;0;1.96E+08
2049;1;339260.6;397707.8;130879.8;348971.7;19098.9;2828538;0;4064457
2049;2;2195455;2511480;1232522;3344064;187197.8;1.30E+07;0;2.24E+07
2049;3;207444.7;150705.3;175422.8;505838.7;9348.745;2634692;0;3683452
2049;4;63647.11;4885.791;77523.72;215472.9;18687.3;1395356;0;1775572
2049;5;374107;255329.8;411900.1;1124919;18743.95;2230406;0;4415406
2049;6;338564.5;23291.69;258207;742555.9;16177.09;2643211;0;4022008
2049;7;102891.5;24313.64;208648.3;283932.8;8302.343;1999032;0;2627121
2049;8;245468.1;82196.75;233901.2;539496.3;9216.912;2245809;0;3356089
2049;9;51581.5;39688.47;112055.9;259767.8;9804.938;1044127;0;1517026
2049;10;81656.16;115145.2;74820.34;165171.2;3297.007;754912.8;0;1195003
2049;11;1585698;136474.2;895781.8;3339787;82346.52;4.04E+07;0;4.64E+07
2049;12;42342.77;44188.93;227905.8;851722.6;7598.852;6129893;0;7303652
2049;13;135085.5;5438.876;278391;326280;29947.31;2550928;0;3326071
2049;14;36096.2;63347.66;43259.05;164899.5;600.0406;510275.4;0;818477.8
2049;15;2299.833;37967.73;37877.54;96316.58;6637.759;608700.6;0;789800
2049;16;153793.1;811634;108008;264911.3;24674.67;1429299;0;2792320
2049;17;0;11809.09;536354.1;727562.1;24475.79;6094866;0;7395067
2049;18;586140.8;203945.2;324707.7;1678018;31124.85;5326286;0;8150223
2049;19;105548.2;36178.41;115697.8;503282.4;18039.92;2888965;0;3667712
2049;20;6744973;894943.8;858828.9;3887001;280763.5;2.11E+07;0;3.38E+07
2049;21;785869.9;156198.2;351553.4;1168555;133907.6;1.42E+07;0;1.68E+07
2049;22;920925.1;65819.25;223435;752353;57249.53;2118164;0;4137946
2049;23;676371.9;66088.23;134140.9;619142.1;21861.53;4268595;0;5786200
2049;24;343561;126377.2;85266.96;251111.3;35723.41;1616803;0;2458843
2049;25;327518.9;50319.45;110306.6;569323.1;8614.379;2117865;0;3183948
2049;26;49738.66;32969.76;85831.81;194644.9;3915.949;1469898;0;1836999
2049;27;0;0;0;0;0;0;0;0
2049;28;1.65E+07;6348445;7333228;2.29E+07;1067357;1.44E+08;0;1.98E+08
2050;1;341945.2;399236.1;132228.9;353409;19495.09;2851353;0;4097668
2050;2;2203881;2551569;1241864;3373481;189917.1;1.30E+07;0;2.26E+07
2050;3;209672.5;154925.3;179148.1;517117.7;9576.917;2680975;0;3751416
2050;4;64489.61;4957.792;79290.39;220865.2;19142.96;1418212;0;1806958
2050;5;378697.1;263471.4;423118.8;1158063;19265.87;2273168;0;4515785
2050;6;342117.5;23571.13;263467.4;759269.8;16596.65;2682988;0;4088010
2050;7;104442.9;25151.55;213614.7;290701.8;8627.965;2040056;0;2682595
2050;8;252114.7;85856.19;242663.9;560183.5;9515.741;2320606;0;3470940
2050;9;52994.82;41618.2;116464.6;270152.5;10079.86;1079994;0;1571304
2050;10;82491.59;118275.8;76278.18;168540.9;3375.107;767046.3;0;1216008
2050;11;1595389;138896;910193.9;3397657;83272.87;4.07E+07;0;4.68E+07
2050;12;42424.95;44784.5;230679.1;862774.1;7698.765;6146513;0;7334875
2050;13;136829.6;5563.299;283646.9;333132.5;30442.67;2583703;0;3373318
2050;14;36364.27;64324.14;44180.14;168736.9;612.3074;516530.2;0;830747.9
2050;15;2318.9;38330.86;38423.84;97851.38;6814.566;613759.9;0;797499.5
2050;16;154487.3;826596.3;109935.2;269638;24964.8;1438247;0;2823868
2050;17;0;12105.6;543726.4;737700.8;24930.24;6171119;0;7489582
2050;18;593081.4;208197.2;332652.4;1721839;32151.17;5420944;0;8308865
2050;19;105966.7;36327.29;117056.7;510099.6;18153.06;2898876;0;3686479
2050;20;6762028;899149.3;869882.3;3942690;284331.5;2.12E+07;0;3.39E+07
2050;21;791810.3;159738;358035;1192257;136874.5;1.43E+07;0;1.70E+07
2050;22;928463.4;67475.58;227584.8;767205.8;58829.95;2144520;0;4194080
2050;23;676403.3;66668.45;134913.1;623379.4;22028.71;4275162;0;5798555
2050;24;346661.8;128889.2;86546.73;255278.2;36350.72;1633588;0;2487315
2050;25;334424;52403.82;114179;590468.4;8908.261;2177663;0;3278047
2050;26;51071.34;34467.43;89347.11;202919.9;4043.385;1519226;0;1901075
2050;27;0;0;0;0;0;0;0;0
2050;28;1.66E+07;6452550;7459122;2.33E+07;1086001;1.45E+08;0;2.00E+08
2051;1;345047;402865.5;133718.2;357798.3;19880.17;2882940;0;4142249
2051;2;2212672;2593944;1250995;3400020;192552;1.31E+07;0;2.27E+07
2051;3;211408.8;158690.7;182054.3;525785.4;9805.229;2718721;0;3806465
2051;4;65310.22;5049.972;80933.05;225686.2;19582.46;1442480;0;1839041
2051;5;382323.7;270941;432160.4;1183951;19756.42;2307736;0;4596869
2051;6;345352;23878.99;267904.3;772965.9;17018.12;2720440;0;4147560
2051;7;106217.9;26138.04;219387.7;298532.7;8953.287;2090137;0;2749366
2051;8;259858.9;90277.81;252811.6;584035.6;9820.366;2412875;0;3609680
2051;9;54545.94;43817.29;121271.1;281446;10351.93;1121292;0;1632724
2051;10;83449.3;121424;77839.02;172118.3;3452.928;781751.4;0;1240035
2051;11;1605115;141446.7;922329.2;3446891;84150.19;4.09E+07;0;4.71E+07
2051;12;42432.94;45279.95;231806.5;869528.2;7793.512;6145836;0;7342677
2051;13;138051.3;5664.562;286513.7;336871.9;30879.97;2604939;0;3402921
2051;14;36490.79;64943.44;44681.14;170820.2;624.7923;519829.3;0;837389.6
2051;15;2347.329;39092.18;39192.22;99899.12;6981.579;623422.1;0;810934.6
2051;16;155100.3;841540.2;111857.7;274353.4;25230.4;1446757;0;2854839
2051;17;0;12397.9;550173.6;746504.9;25358.59;6242459;0;7576894
2051;18;599860.8;212615.2;339880.3;1761045;33166.09;5517774;0;8464341
2051;19;105899.7;36322.24;117341.7;511683.5;18231.52;2890805;0;3680284
2051;20;6758847;900800.5;875193.8;3971383;287308.8;2.12E+07;0;3.40E+07
2051;21;797693.5;163464;363592.6;1212125;139644.5;1.45E+07;0;1.72E+07
2051;22;934776.8;69041.58;230920.6;778996.2;60378.26;2167636;0;4241750
2051;23;675769.8;66894.68;135271.5;625610.3;22203.93;4276651;0;5802401
2051;24;350993;132307.9;88137.03;260264.7;36969.94;1661104;0;2529777
2051;25;341586.6;54645.49;117920.5;610551.5;9209.287;2241859;0;3375772
2051;26;52525.61;36165.09;93015.64;211482.9;4170.407;1575564;0;1972923
2051;27;0;0;0;0;0;0;0;0
2051;28;1.67E+07;6559649;7566902;2.37E+07;1103475;1.46E+08;0;2.02E+08
2052;1;348157;406398.2;135214.2;362181.3;20262.64;2914411;0;4186624
2052;2;2221439;2636824;1259970;3426499;195183.5;1.32E+07;0;2.29E+07
2052;3;213113.3;162486;184950.1;534480.5;10039.62;2756029;0;3861099
2052;4;66122.97;5143.215;82549.2;230417.4;20034.86;1466334;0;1870602
2052;5;385795.4;278395.2;441007;1209227;20252.38;2340301;0;4674978
2052;6;348480.2;24187.09;272106.5;786026.9;17455.18;2756565;0;4204821
2052;7;107975.5;27135.91;225177.3;306388.5;9291.609;2139998;0;2815966
2052;8;267570.1;94783.15;263001.9;608074;10134.43;2505044;0;3748608
2052;9;56075.1;46040.43;126037.2;292665.2;10630.13;1162074;0;1693522
2052;10;84390.83;123961.4;79377.33;175655;3534.346;796249.3;0;1263168
2052;11;1614828;143535.5;934019.6;3492790;85016.95;4.12E+07;0;4.75E+07
2052;12;42438.71;45779.98;232732.1;873628.9;7883.036;6143074;0;7345536
2052;13;139265;5766.868;289066.1;340227.3;31291.18;2624899;0;3430515
2052;14;36611.3;65426.27;45141.31;172741.6;637.6729;523006.2;0;843564.4
2052;15;2375.655;39850.24;39965.98;101966.3;7149.408;632997.2;0;824304.8
2052;16;155706.5;856612.4;113796.3;279108.1;25480.13;1455348;0;2886051
2052;17;0;12693.92;556631.3;755319.8;25786.48;6313165;0;7663597
2052;18;606494.9;216611.4;347087.3;1800096;34220.48;5613060;0;8617569
2052;19;105835.9;36313.66;117572.7;512983.3;18299.55;2882172;0;3673177
2052;20;6755070;902151.5;879867.1;3995748;290046.1;2.12E+07;0;3.40E+07
2052;21;803495.5;167226.8;368939.7;1231334;142361.2;1.46E+07;0;1.74E+07
2052;22;940974.4;70618.13;234195.8;790656.9;61913.8;2190398;0;4288757
2052;23;675139.7;67104.22;135633.8;627847.4;22378.7;4278211;0;5806314
2052;24;355349.5;135776.6;89705.78;265174.3;37592.74;1688813;0;2572411
2052;25;348650.8;56909.51;121586.4;630266.4;9520.516;2305332;0;3472265
2052;26;53959.97;37877.48;96641.64;219964.1;4300.591;1631154;0;2043898
2052;27;0;0;0;0;0;0;0;0
2052;28;1.67E+07;6665609;7671974;2.40E+07;1120697;1.47E+08;0;2.04E+08
2053;1;351272.9;410024.9;136629.6;366290.2;20640.62;2945808;0;4230666
2053;2;2230090;2680218;1268828;3452938;197806.3;1.32E+07;0;2.31E+07
2053;3;214782.9;165472.5;187813.8;543132;10279.25;2792822;0;3914302
2053;4;66928.82;5235.854;84128.88;235029.3;20493.39;1489794;0;1901611
2053;5;389164.2;285841.1;449619.4;1233753;20752.95;2371521;0;4750652
2053;6;351517.3;24494.39;276167.3;798647.5;17908.66;2791563;0;4260298
2053;7;109700;28113.1;230961.4;314242.4;9638.528;2189079;0;2881735
2053;8;275247.8;99372.27;273225.3;632275.6;10459.4;2597026;0;3887607
2053;9;57580.84;48289.17;130765.2;303811.4;10915.55;1202383;0;1753745
2053;10;85316.7;126451.8;80892.14;179144.9;3619.471;810542.1;0;1285967
2053;11;1624542;144823.3;945231.9;3536632;85873.09;4.15E+07;0;4.78E+07
2053;12;42442.96;46284.59;233420.3;876772.4;7967.216;6139487;0;7346375
2053;13;140470.9;5870.23;291328.3;343210.4;31676.17;2643410;0;3455966
2053;14;36726.82;65871.57;45559.73;174492.3;650.945;526147.5;0;849448.9
2053;15;2403.72;40608.64;40744.77;104048.9;7317.856;642442.5;0;837566.3
2053;16;156306.1;871815.5;115565.3;283902.8;25712.48;1464219;0;2917521
2053;17;0;12993.71;563078.5;764126.6;26218.94;6383236;0;7749654
2053;18;612997.9;220542.7;354173;1838511;35299.29;5707396;0;8768920
2053;19;105775.4;36299.39;117728.1;513904.5;18357.74;2873649;0;3665715
2053;20;6750585;903130.6;883791.1;4016454;292579.7;2.12E+07;0;3.41E+07
2053;21;809196.1;171027;374042.3;1249728;145015.5;1.48E+07;0;1.75E+07
2053;22;947087.4;72205.59;237405.8;802145.1;63444.12;2212932;0;4335220
2053;23;674504.9;67208.18;135918.2;629703;22553.03;4279916;0;5809803
2053;24;359695.2;139295.6;91247.87;269987.3;38216.64;1716472;0;2614914
2053;25;355613.5;59197.1;125172.5;649566.1;9838.063;2368021;0;3567409
2053;26;55378.64;39605.63;100215.9;228335.6;4434.706;1686150;0;2114120
2053;27;0;0;0;0;0;0;0;0
2053;28;1.68E+07;6770292;7773655;2.43E+07;1137670;1.49E+08;0;2.05E+08
2054;1;354389.1;413781.4;138025.2;370295;21013.71;2977063;0;4274567
2054;2;2238555;2724134;1277454;3478937;200405.6;1.33E+07;0;2.32E+07
2054;3;216411;167897.9;190626.2;551668.4;10521.51;2828954;0;3966079
2054;4;67724.21;5327.138;85665.17;239497.5;20963.7;1512930;0;1932108
2054;5;392441.5;293285.3;457959.6;1257393;21253.67;2401589;0;4823923
2054;6;354481.7;24799.82;280089.2;810808.1;18378.04;2825687;0;4314244
2054;7;111387.3;28855.16;236725.3;322078.2;9992.52;2237214;0;2946252
2054;8;282874.9;104045.4;283463;656583.6;10794.97;2688500;0;4026262
2054;9;59066.2;50564.95;135462.1;314896;11207.65;1242379;0;1813575
2054;10;86225.82;128883.5;82380.75;182577.5;3708.203;824609.8;0;1308386
2054;11;1634251;146085.3;955878.6;3578030;86714.42;4.18E+07;0;4.82E+07
2054;12;42446.11;46793.74;233846.9;878849.4;8045.928;6136194;0;7346176
2054;13;141666.7;5974.665;293271.3;345773.8;32027.7;2659665;0;3478380
2054;14;36836.04;66283.98;45935.88;176065.6;664.5641;529240.9;0;855027
2054;15;2431.607;41358.37;41524.27;106132.5;7487.36;651827.1;0;850761.3
2054;16;156900.6;887152.4;117056.6;288264.1;25926.58;1473494;0;2948795
2054;17;0;13297.3;569506.3;772914.6;26654.43;6452771;0;7835143
2054;18;619364.8;224416.2;360991.8;1875614;36418.85;5800553;0;8917358
2054;19;105719.3;36279.41;117805.9;514423.6;18406.96;2866642;0;3659277
2054;20;6745329;903641.7;886636.9;4032253;294867.3;2.13E+07;0;3.41E+07
2054;21;814780.6;173628.5;378958.7;1267424;147585;1.49E+07;0;1.77E+07
2054;22;953039.2;73804.27;240520.2;813333.3;64962.1;2234942;0;4380601
2054;23;673847.7;67361.41;136228.8;631640.4;22724.7;4281486;0;5813289
2054;24;363980.2;142865.5;92770.68;274720.9;38837.47;1743685;0;2656860
2054;25;362469.9;60830.94;128669.2;668379.4;10176.57;2429849;0;3660375
2054;26;56779.02;41350.5;103725.3;236559.3;4572.533;1740390;0;2183377
2054;27;0;0;0;0;0;0;0;0
2054;28;1.69E+07;6872699;7871178;2.46E+07;1154312;1.50E+08;0;2.07E+08
2055;1;357500.9;417587.1;139396.7;374181.4;21381.23;3008095;0;4318143
2055;2;2246893;2768581;1285972;3504606;202973.8;1.34E+07;0;2.34E+07
2055;3;217990.7;170209.5;193366.2;560008.8;10765.71;2864389;0;4016730
2055;4;68508.77;5416.914;87153.64;243805.5;21441.39;1535735;0;1962061
2055;5;395636.3;300733.2;465975.1;1279976;21752.15;2430673;0;4894746
2055;6;357376.2;25100.71;283864.8;822461.8;18863.29;2858996;0;4366663
2055;7;113034.4;29593.2;242476.3;329901.7;10351.35;2284376;0;3009733
2055;8;290438.2;108803;293675;680884.3;11141.77;2779158;0;4164100
2055;9;60529.85;52417.68;140132.3;325924.3;11507.52;1282047;0;1872559
2055;10;87116.87;131279.5;83846.6;185955.6;3800.583;838430.4;0;1330430
2055;11;1643933;147297.1;965852.3;3616543;87541.69;4.20E+07;0;4.85E+07
2055;12;42447.31;47307.45;234056.7;880004.1;8119.229;6132785;0;7344720
2055;13;142848.8;6080.186;295019.8;348048.7;32360.4;2675507;0;3499865
2055;14;36937.6;66671.19;46273.37;177470.4;678.5232;532289.6;0;860320.7
2055;15;2459.275;42094.25;42300.55;108203.7;7658.18;661198.8;0;863914.7
2055;16;157489.6;902625.5;118430.1;291760.3;26122.08;1483206;0;2979633
2055;17;0;13518.79;575905.6;781670.8;27094.53;6521747;0;7919936
2055;18;625572;228262.6;367779.9;1912347;37563.34;5892223;0;9063747
2055;19;105662.6;36251.86;117811.8;514559;18447.77;2861412;0;3654145
2055;20;6739162;903905.4;888741.5;4044238;296957.1;2.13E+07;0;3.42E+07
2055;21;820225.1;175397;383684.5;1284361;150073.2;1.51E+07;0;1.79E+07
2055;22;958779;75414.49;243524.8;824139.8;66442.73;2256263;0;4424564
2055;23;673143.1;67500.02;136515.3;633423.3;22892.99;4282236;0;5815710
2055;24;368196.6;146486.9;94254.99;279317.4;39452.23;1770310;0;2698019
2055;25;369213.6;62377.98;132083.5;686715.6;10512.6;2490723;0;3751626
2055;26;58159.53;43112.92;107194;244675.8;4714.496;1793746;0;2251603
2055;27;0;0;0;0;0;0;0;0
2055;28;1.69E+07;6974026;7965288;2.49E+07;1170610;1.51E+08;0;2.09E+08
2056;1;360621.3;421640.4;140802.5;378120.9;21738.93;3039346;0;4362270
2056;2;2255190;2813898;1294741;3530777;205482.1;1.34E+07;0;2.35E+07
2056;3;219421.6;172402.6;196002.5;568045.7;11000.57;2898303;0;4065176
2056;4;69305.88;5511.543;88701.54;248263.3;21908.58;1559966;0;1993657
2056;5;398857.5;308530.6;474249.4;1303131;22225.21;2461345;0;4968338
2056;6;360205.9;25416.08;287697.6;834200.3;19342.62;2893155;0;4420018
2056;7;114781.4;30399.76;248830.7;338554.6;10702.65;2336901;0;3080170
2056;8;298816.9;114280.1;305448.6;708849.9;11493.65;2883836;0;4322725
2056;9;62166.38;54608.03;145632.2;338887.4;11803.62;1328931;0;1942028
2056;10;88018.35;133839.4;85399.2;189521.8;3892.38;853042.7;0;1353714
2056;11;1653302;148481.1;975333.9;3652990;88319.52;4.23E+07;0;4.88E+07
2056;12;42435.55;47466.38;234088.5;880450.9;8186.432;6128430;0;7341058
2056;13;143838.4;6132.523;296311.6;349769.5;32625.29;2686647;0;3515324
2056;14;37050.91;67110.85;46627.8;178924.4;692.8141;535727.6;0;866134.4
2056;15;2486.234;42860.77;43103.45;110337.7;7818.568;670997.1;0;877603.8
2056;16;158166.1;919429.3;119831.9;295317.4;26292.06;1494941;0;3013978
2056;17;0;13660.76;582188.9;790279.8;27502.42;6589474;0;8003106
2056;18;631626.3;232330.3;374734.4;1949813;38710.15;5985884;0;9213097
2056;19;105468.9;36170.9;117631.7;513859.8;18456.62;2853887;0;3645475
2056;20;6726485;903533;889806.3;4051160;298542;2.13E+07;0;3.41E+07
2056;21;825058.4;177098.3;388138.8;1300267;152295.5;1.52E+07;0;1.81E+07
2056;22;963706.9;77023.34;246403.1;834476.6;67842.34;2275769;0;4465221
2056;23;672190.6;67580.7;136706.3;634722.9;23057.07;4280132;0;5814389
2056;24;372362.8;149976.9;95741.64;283902.2;40041.6;1797029;0;2739054
2056;25;376439;64175.72;135911.1;707140.3;10867.99;2558727;0;3853261
2056;26;59705.05;45163.97;111236.1;254089.9;4856.374;1856617;0;2331669
2056;27;0;0;0;0;0;0;0;0
2056;28;1.70E+07;7078722;8061301;2.52E+07;1185697;1.52E+08;0;2.11E+08
2057;1;363767.3;425713.7;142232.9;382109.4;22091.84;3070510;0;4406426
2057;2;2263415;2837562;1303541;3556834;207953.2;1.35E+07;0;2.37E+07
2057;3;220804.9;174584.3;198598.5;575949.5;11234.22;2931394;0;4112565
2057;4;70091.58;5603.694;90204.36;252580;22383.2;1583613;0;2024476
2057;5;401984.3;316328.3;482220.8;1325332;22686.24;2490689;0;5039241
2057;6;362980.6;25730.87;291448.8;845616.8;19831.79;2926733;0;4472342
2057;7;116478.4;31186.41;255120.2;347131.9;11055.54;2388076;0;3149049
2057;8;307100.5;118968.8;317173.6;736739.3;11857.87;2987461;0;4479301
2057;9;63772.78;56812.5;151112;351815.1;12107.78;1375171;0;2010791
2057;10;88899.17;136351;86925.62;193024.7;3986.605;867370.3;0;1376557
2057;11;1662731;149616.4;984262.5;3687203;89086.27;4.25E+07;0;4.91E+07
2057;12;42425.15;47405.15;234047.8;880589.8;8248.83;6121805;0;7334521
2057;13;144853;6149.503;297677.8;351507.3;32841.59;2698533;0;3531562
2057;14;37160.31;67556.05;46967.43;180304.5;707.5465;539120.1;0;871816
2057;15;2512.945;43628.22;43904.16;112460.4;7980.845;680785.9;0;891272.4
2057;16;158840.2;936378.3;121108.7;298557.9;26447.4;1506685;0;3048018
2057;17;0;13793.19;588386.3;798786;27914.73;6656617;0;8085497
2057;18;637486.9;236432.4;381468.4;1986133;39882.63;6077820;0;9359223
2057;19;105284.7;36078.31;117393.9;512889.7;18457.52;2846924;0;3637028
2057;20;6713467;903183.1;890759.5;4056953;299946.7;2.13E+07;0;3.41E+07
2057;21;829731.4;178774.7;392444.9;1315542;154418;1.54E+07;0;1.82E+07
2057;22;968366.1;78642.87;249201.7;844499;69177.43;2294306;0;4504193
2057;23;671228.5;67632.66;136859.5;635801.6;23217.71;4277658;0;5812398
2057;24;376484.8;152166.6;97201.37;288387.1;40623.59;1823260;0;2778123
2057;25;383512.4;65970.65;139688.7;727255.5;11215.54;2625390;0;3953033
2057;26;61222.35;47231.87;115217.5;263352.8;5002.847;1918254;0;2410281
2057;27;0;0;0;0;0;0;0;0
2057;28;1.71E+07;7159482;8155169;2.55E+07;1200357;1.53E+08;0;2.12E+08
2058;1;366940.5;429898.7;143671.1;386089.9;22439.37;3101655;0;4450694
2058;2;2271567;2855035;1312343;3582692;210387.6;1.36E+07;0;2.38E+07
2058;3;222155.5;176724;201139.4;583675.3;11465.41;2963968;0;4159128
2058;4;70865.02;5693.834;91667.77;256772.1;22860.96;1606651;0;2054511
