year,region,region_name,shipping_type,source,ton_km_mega
2057,2,USA,international shipping,raw,13510040.0
2057,3,MEX,international shipping,raw,2929913.0
2057,4,RCAM,international shipping,raw,1567458.0
2057,5,BRA,international shipping,raw,2404702.0
2057,6,RSAM,international shipping,raw,2908919.0
2057,7,NAF,international shipping,raw,2408235.0
2057,8,WAF,international shipping,raw,2890148.0
2057,9,EAF,international shipping,raw,1380923.0
2057,10,SAF,international shipping,raw,863363.2
2057,11,WEU,international shipping,raw,42135410.0
2057,12,CEU,international shipping,raw,6041924.0
2057,13,TUR,international shipping,raw,2656006.0
2057,14,UKR,international shipping,raw,539422.8
2057,15,STAN,international shipping,raw,682238.0
2057,16,RUS,international shipping,raw,1505273.0
2057,17,ME,international shipping,raw,6661265.0
2057,18,INDIA,international shipping,raw,6172486.0
2057,19,KOR,international shipping,raw,2725375.0
2057,20,CHN,international shipping,raw,21132870.0
2057,21,SEAS,international shipping,raw,15370300.0
2057,22,INDO,international shipping,raw,2300179.0
2057,23,JAP,international shipping,raw,4166049.0
2057,24,OCE,international shipping,raw,1759159.0
2057,25,RSAS,international shipping,raw,2636616.0
2057,26,RSAF,international shipping,raw,1883236.0
2057,27,Unused,international shipping,raw,0.0
2057,28,World Total,international shipping,raw,152151600.0
2058,1,CAN,international shipping,raw,2950807.0
2058,2,USA,international shipping,raw,13575260.0
2058,3,MEX,international shipping,raw,2963431.0
2058,4,RCAM,international shipping,raw,1591627.0
2058,5,BRA,international shipping,raw,2435736.0
2058,6,RSAM,international shipping,raw,2941815.0
2058,7,NAF,international shipping,raw,2459099.0
2058,8,WAF,international shipping,raw,2988928.0
2058,9,EAF,international shipping,raw,1427273.0
2058,10,SAF,international shipping,raw,877702.3
2058,11,WEU,international shipping,raw,42394530.0
2058,12,CEU,international shipping,raw,6043211.0
2058,13,TUR,international shipping,raw,2666128.0
2058,14,UKR,international shipping,raw,542872.3
2058,15,STAN,international shipping,raw,692146.8
2058,16,RUS,international shipping,raw,1517230.0
2058,17,ME,international shipping,raw,6727557.0
2058,18,INDIA,international shipping,raw,6265309.0
2058,19,KOR,international shipping,raw,2715475.0
2058,20,CHN,international shipping,raw,21129020.0
2058,21,SEAS,international shipping,raw,15501420.0
2058,22,INDO,international shipping,raw,2317908.0
2058,23,JAP,international shipping,raw,4164400.0
2058,24,OCE,international shipping,raw,1785021.0
2058,25,RSAS,international shipping,raw,2703555.0
2058,26,RSAF,international shipping,raw,1942031.0
2058,27,Unused,international shipping,raw,0.0
2058,28,World Total,international shipping,raw,153319500.0
2059,1,CAN,international shipping,raw,2981249.0
2059,2,USA,international shipping,raw,13638590.0
2059,3,MEX,international shipping,raw,2996336.0
2059,4,RCAM,international shipping,raw,1615295.0
2059,5,BRA,international shipping,raw,2466027.0
2059,6,RSAM,international shipping,raw,2973920.0
2059,7,NAF,international shipping,raw,2508437.0
2059,8,WAF,international shipping,raw,3086852.0
2059,9,EAF,international shipping,raw,1472776.0
2059,10,SAF,international shipping,raw,891764.9
2059,11,WEU,international shipping,raw,42645140.0
2059,12,CEU,international shipping,raw,6044251.0
2059,13,TUR,international shipping,raw,2676789.0
2059,14,UKR,international shipping,raw,546155.5
2059,15,STAN,international shipping,raw,702019.8
2059,16,RUS,international shipping,raw,1528993.0
2059,17,ME,international shipping,raw,6792980.0
2059,18,INDIA,international shipping,raw,6355951.0
2059,19,KOR,international shipping,raw,2706467.0
2059,20,CHN,international shipping,raw,21121620.0
2059,21,SEAS,international shipping,raw,15629320.0
2059,22,INDO,international shipping,raw,2334996.0
2059,23,JAP,international shipping,raw,4162429.0
2059,24,OCE,international shipping,raw,1810713.0
2059,25,RSAS,international shipping,raw,2769121.0
2059,26,RSAF,international shipping,raw,1999954.0
2059,27,Unused,international shipping,raw,0.0
2059,28,World Total,international shipping,raw,154458100.0
2060,1,CAN,international shipping,raw,3011487.0
2060,2,USA,international shipping,raw,13701410.0
2060,3,MEX,international shipping,raw,3028870.0
2060,4,RCAM,international shipping,raw,1638545.0
2060,5,BRA,international shipping,raw,2495717.0
2060,6,RSAM,international shipping,raw,3005348.0
2060,7,NAF,international shipping,raw,2556172.0
2060,8,WAF,international shipping,raw,3184287.0
2060,9,EAF,international shipping,raw,1517722.0
2060,10,SAF,international shipping,raw,905610.4
2060,11,WEU,international shipping,raw,42891720.0
2060,12,CEU,international shipping,raw,6045309.0
2060,13,TUR,international shipping,raw,2687724.0
2060,14,UKR,international shipping,raw,549286.4
2060,15,STAN,international shipping,raw,712166.8
2060,16,RUS,international shipping,raw,1540567.0
2060,17,ME,international shipping,raw,6857451.0
2060,18,INDIA,international shipping,raw,6445044.0
2060,19,KOR,international shipping,raw,2698440.0
2060,20,CHN,international shipping,raw,21111520.0
2060,21,SEAS,international shipping,raw,15754580.0
2060,22,INDO,international shipping,raw,2351638.0
2060,23,JAP,international shipping,raw,4160089.0
2060,24,OCE,international shipping,raw,1836216.0
2060,25,RSAS,international shipping,raw,2833760.0
2060,26,RSAF,international shipping,raw,2057021.0
2060,27,Unused,international shipping,raw,0.0
2060,28,World Total,international shipping,raw,155577700.0
2061,1,CAN,international shipping,raw,3043294.0
2061,2,USA,international shipping,raw,13766290.0
2061,3,MEX,international shipping,raw,3060875.0
2061,4,RCAM,international shipping,raw,1663542.0
2061,5,BRA,international shipping,raw,2527275.0
2061,6,RSAM,international shipping,raw,3038011.0
2061,7,NAF,international shipping,raw,2607014.0
2061,8,WAF,international shipping,raw,3298491.0
2061,9,EAF,international shipping,raw,1570493.0
2061,10,SAF,international shipping,raw,920106.4
2061,11,WEU,international shipping,raw,43135950.0
2061,12,CEU,international shipping,raw,6044920.0
2061,13,TUR,international shipping,raw,2695506.0
2061,14,UKR,international shipping,raw,552639.2
2061,15,STAN,international shipping,raw,722984.3
2061,16,RUS,international shipping,raw,1552579.0
2061,17,ME,international shipping,raw,6919588.0
2061,18,INDIA,international shipping,raw,6534886.0
2061,19,KOR,international shipping,raw,2690444.0
2061,20,CHN,international shipping,raw,21088580.0
2061,21,SEAS,international shipping,raw,15875070.0
2061,22,INDO,international shipping,raw,2367146.0
2061,23,JAP,international shipping,raw,4154788.0
2061,24,OCE,international shipping,raw,1862028.0
2061,25,RSAS,international shipping,raw,2907166.0
2061,26,RSAF,international shipping,raw,2124243.0
2061,27,Unused,international shipping,raw,0.0
2061,28,World Total,international shipping,raw,156723900.0
2062,1,CAN,international shipping,raw,3074967.0
2062,2,USA,international shipping,raw,13832460.0
2062,3,MEX,international shipping,raw,3092874.0
2062,4,RCAM,international shipping,raw,1688265.0
2062,5,BRA,international shipping,raw,2558133.0
2062,6,RSAM,international shipping,raw,3070097.0
2062,7,NAF,international shipping,raw,2657411.0
2062,8,WAF,international shipping,raw,3413598.0
2062,9,EAF,international shipping,raw,1622949.0
2062,10,SAF,international shipping,raw,934447.1
2062,11,WEU,international shipping,raw,43379500.0
2062,12,CEU,international shipping,raw,6045012.0
2062,13,TUR,international shipping,raw,2703120.0
2062,14,UKR,international shipping,raw,555935.4
2062,15,STAN,international shipping,raw,733828.1
2062,16,RUS,international shipping,raw,1564422.0
2062,17,ME,international shipping,raw,6980526.0
2062,18,INDIA,international shipping,raw,6623912.0
2062,19,KOR,international shipping,raw,2683202.0
2062,20,CHN,international shipping,raw,21065040.0
2062,21,SEAS,international shipping,raw,15994180.0
2062,22,INDO,international shipping,raw,2382572.0
2062,23,JAP,international shipping,raw,4149265.0
2062,24,OCE,international shipping,raw,1887547.0
2062,25,RSAS,international shipping,raw,2979767.0
2062,26,RSAF,international shipping,raw,2190612.0
2062,27,Unused,international shipping,raw,0.0
2062,28,World Total,international shipping,raw,157863600.0
2063,1,CAN,international shipping,raw,3106543.0
2063,2,USA,international shipping,raw,13900590.0
2063,3,MEX,international shipping,raw,3125256.0
2063,4,RCAM,international shipping,raw,1712756.0
2063,5,BRA,international shipping,raw,2588430.0
2063,6,RSAM,international shipping,raw,3101642.0
2063,7,NAF,international shipping,raw,2707151.0
2063,8,WAF,international shipping,raw,3525931.0
2063,9,EAF,international shipping,raw,1675358.0
2063,10,SAF,international shipping,raw,948662.8
2063,11,WEU,international shipping,raw,43626550.0
2063,12,CEU,international shipping,raw,6045561.0
2063,13,TUR,international shipping,raw,2710320.0
2063,14,UKR,international shipping,raw,558948.2
2063,15,STAN,international shipping,raw,744701.1
2063,16,RUS,international shipping,raw,1576127.0
2063,17,ME,international shipping,raw,7040337.0
2063,18,INDIA,international shipping,raw,6712331.0
2063,19,KOR,international shipping,raw,2676425.0
2063,20,CHN,international shipping,raw,21040290.0
2063,21,SEAS,international shipping,raw,16112940.0
2063,22,INDO,international shipping,raw,2397904.0
2063,23,JAP,international shipping,raw,4143527.0
2063,24,OCE,international shipping,raw,1912942.0
2063,25,RSAS,international shipping,raw,3051889.0
2063,26,RSAF,international shipping,raw,2256738.0
2063,27,Unused,international shipping,raw,0.0
2063,28,World Total,international shipping,raw,158999900.0
2064,1,CAN,international shipping,raw,3138014.0
2064,2,USA,international shipping,raw,13971350.0
2064,3,MEX,international shipping,raw,3157463.0
2064,4,RCAM,international shipping,raw,1737015.0
2064,5,BRA,international shipping,raw,2617974.0
2064,6,RSAM,international shipping,raw,3132634.0
2064,7,NAF,international shipping,raw,2756215.0
2064,8,WAF,international shipping,raw,3639401.0
2064,9,EAF,international shipping,raw,1727538.0
2064,10,SAF,international shipping,raw,962736.8
2064,11,WEU,international shipping,raw,43877100.0
2064,12,CEU,international shipping,raw,6046490.0
2064,13,TUR,international shipping,raw,2718046.0
2064,14,UKR,international shipping,raw,561800.9
2064,15,STAN,international shipping,raw,755576.0
2064,16,RUS,international shipping,raw,1587715.0
2064,17,ME,international shipping,raw,7099104.0
2064,18,INDIA,international shipping,raw,6800153.0
2064,19,KOR,international shipping,raw,2669646.0
2064,20,CHN,international shipping,raw,21014980.0
2064,21,SEAS,international shipping,raw,16230950.0
2064,22,INDO,international shipping,raw,2413112.0
2064,23,JAP,international shipping,raw,4137693.0
2064,24,OCE,international shipping,raw,1938378.0
2064,25,RSAS,international shipping,raw,3123369.0
2064,26,RSAF,international shipping,raw,2321798.0
2064,27,Unused,international shipping,raw,0.0
2064,28,World Total,international shipping,raw,160136200.0
2065,1,CAN,international shipping,raw,3169376.0
2065,2,USA,international shipping,raw,14041740.0
2065,3,MEX,international shipping,raw,3189384.0
2065,4,RCAM,international shipping,raw,1761010.0
2065,5,BRA,international shipping,raw,2646482.0
2065,6,RSAM,international shipping,raw,3163055.0
2065,7,NAF,international shipping,raw,2805108.0
2065,8,WAF,international shipping,raw,3752455.0
2065,9,EAF,international shipping,raw,1779372.0
2065,10,SAF,international shipping,raw,976631.0
2065,11,WEU,international shipping,raw,44129710.0
2065,12,CEU,international shipping,raw,6047572.0
2065,13,TUR,international shipping,raw,2726414.0
2065,14,UKR,international shipping,raw,564508.0
2065,15,STAN,international shipping,raw,766117.8
2065,16,RUS,international shipping,raw,1599195.0
2065,17,ME,international shipping,raw,7156929.0
2065,18,INDIA,international shipping,raw,6887096.0
2065,19,KOR,international shipping,raw,2662548.0
2065,20,CHN,international shipping,raw,20989180.0
2065,21,SEAS,international shipping,raw,16346430.0
2065,22,INDO,international shipping,raw,2428233.0
2065,23,JAP,international shipping,raw,4131876.0
2065,24,OCE,international shipping,raw,1964071.0
2065,25,RSAS,international shipping,raw,3194334.0
2065,26,RSAF,international shipping,raw,2385810.0
2065,27,Unused,international shipping,raw,0.0
2065,28,World Total,international shipping,raw,161264600.0
2066,1,CAN,international shipping,raw,3201296.0
2066,2,USA,international shipping,raw,14109820.0
2066,3,MEX,international shipping,raw,3220321.0
2066,4,RCAM,international shipping,raw,1785969.0
2066,5,BRA,international shipping,raw,2674276.0
2066,6,RSAM,international shipping,raw,3193908.0
2066,7,NAF,international shipping,raw,2857098.0
2066,8,WAF,international shipping,raw,3880330.0
2066,9,EAF,international shipping,raw,1838273.0
2066,10,SAF,international shipping,raw,990858.9
2066,11,WEU,international shipping,raw,44371010.0
2066,12,CEU,international shipping,raw,6045552.0
2066,13,TUR,international shipping,raw,2730667.0
2066,14,UKR,international shipping,raw,567132.5
2066,15,STAN,international shipping,raw,777135.6
2066,16,RUS,international shipping,raw,1610908.0
2066,17,ME,international shipping,raw,7209908.0
2066,18,INDIA,international shipping,raw,6970597.0
2066,19,KOR,international shipping,raw,2654863.0
2066,20,CHN,international shipping,raw,20939480.0
2066,21,SEAS,international shipping,raw,16453260.0
2066,22,INDO,international shipping,raw,2441904.0
2066,23,JAP,international shipping,raw,4123258.0
2066,24,OCE,international shipping,raw,1989685.0
2066,25,RSAS,international shipping,raw,3271848.0
2066,26,RSAF,international shipping,raw,2459327.0
2066,27,Unused,international shipping,raw,0.0
2066,28,World Total,international shipping,raw,162368700.0
2067,1,CAN,international shipping,raw,3233026.0
2067,2,USA,international shipping,raw,14176800.0
2067,3,MEX,international shipping,raw,3250721.0
2067,4,RCAM,international shipping,raw,1810465.0
2067,5,BRA,international shipping,raw,2700840.0
2067,6,RSAM,international shipping,raw,3224073.0
2067,7,NAF,international shipping,raw,2908338.0
2067,8,WAF,international shipping,raw,4007413.0
2067,9,EAF,international shipping,raw,1896179.0
2067,10,SAF,international shipping,raw,1004782.0
2067,11,WEU,international shipping,raw,44612920.0
2067,12,CEU,international shipping,raw,6043289.0
2067,13,TUR,international shipping,raw,2735880.0
2067,14,UKR,international shipping,raw,569651.1
2067,15,STAN,international shipping,raw,788112.3
2067,16,RUS,international shipping,raw,1622488.0
2067,17,ME,international shipping,raw,7262157.0
2067,18,INDIA,international shipping,raw,7052643.0
2067,19,KOR,international shipping,raw,2646578.0
2067,20,CHN,international shipping,raw,20888330.0
2067,21,SEAS,international shipping,raw,16558440.0
2067,22,INDO,international shipping,raw,2455127.0
2067,23,JAP,international shipping,raw,4114797.0
2067,24,OCE,international shipping,raw,2015332.0
2067,25,RSAS,international shipping,raw,3348185.0
2067,26,RSAF,international shipping,raw,2531546.0
2067,27,Unused,international shipping,raw,0.0
