,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
midi_bus,2005,0.0002121938223061368,0.0,99828.43072018994,0.0,0.0,0.0
midi_bus,2006,0.00013422049976149464,0.0,133365.2846686352,0.0,0.0,0.0
midi_bus,2007,0.00021627105783428156,0.0,203775.76631524638,0.0,0.0,0.0
midi_bus,2008,0.0002805004749731503,0.0,331361.42508476065,0.0,0.0,0.0
midi_bus,2009,0.000385594686614546,0.0,431693.7046139848,0.0,0.0,0.0
midi_bus,2010,0.0008277648018918988,0.0,578765.9959476192,0.0,0.0,0.0
midi_bus,2011,0.0025635638017002154,0.0,702944.7158931918,0.0,0.0,0.0
midi_bus,2012,0.003615263172662708,0.0,811730.5973761593,0.0,0.0,0.0
midi_bus,2013,0.008307919245534095,0.0,917177.1978220653,0.0,0.0,0.0
midi_bus,2014,0.01245674365748671,0.0,1026928.4954822463,0.0,0.0,0.0
midi_bus,2015,0.016719889886719953,0.0,1165277.9008481847,0.0,0.0,0.0
midi_bus,2016,0.023106335141159163,0.0,1297498.8122791953,0.0,0.0,0.0
midi_bus,2017,0.03596714981862498,0.0,1439080.6224545422,0.0,0.0,0.0
midi_bus,2018,0.05081774872252548,0.0,1601813.4198934534,0.0,0.0,0.0
midi_bus,2019,0.06915803440277386,0.0,1775777.2925909618,0.0,0.0,0.0
midi_bus,2020,0.09219913259318671,0.0,1955656.3206709928,0.0,0.0,0.0
midi_bus,2021,531.9113228102245,0.0,2013437.0094046104,0.0,0.0,0.0
midi_bus,2022,2541.0710827648086,0.0,1922336.363420325,0.0,0.0,0.0
midi_bus,2023,16986.210027467536,0.0,2136587.2183853653,0.0,0.0,0.0
midi_bus,2024,66636.29797310864,0.0,2228275.2461900483,0.0,0.0,0.0
midi_bus,2025,163747.3685438887,0.0,2197726.038941772,0.0,0.0,0.0
midi_bus,2026,356820.72853482433,0.0,2177787.6510041244,0.0,0.0,0.0
midi_bus,2027,729415.5028141945,0.0,2138040.0190159306,0.0,0.0,0.0
midi_bus,2028,1388926.6720089721,0.0,2066026.9124423962,0.0,0.0,0.0
midi_bus,2029,2520096.8763040253,0.0,1971831.2785882538,0.0,0.0,0.0
midi_bus,2030,4373728.276098093,0.0,1856431.5398513598,0.0,0.0,0.0
midi_bus,2031,6500170.174890865,0.0,1718756.115751732,0.0,0.0,0.0
midi_bus,2032,8931931.517972864,0.0,1573907.951501648,0.0,0.0,0.0
midi_bus,2033,11867894.372673025,0.0,1448152.0878150277,0.0,0.0,0.0
midi_bus,2034,15203289.622199345,0.0,1307998.3364106838,0.0,0.0,0.0
midi_bus,2035,18943671.185092203,0.0,1165079.3717386313,0.0,0.0,0.0
midi_bus,2036,23323352.220463615,0.0,1038214.8539149777,0.0,0.0,0.0
midi_bus,2037,28323876.913067997,0.0,919574.6527192589,0.0,0.0,0.0
midi_bus,2038,33911963.02415024,0.0,806963.0653192045,0.0,0.0,0.0
midi_bus,2039,40176551.27237929,0.0,700840.4685818563,0.0,0.0,0.0
midi_bus,2040,47139456.19488252,0.0,601427.3625486846,0.0,0.0,0.0
midi_bus,2041,54923107.7848005,0.0,513428.79711223795,0.0,0.0,0.0
midi_bus,2042,63464669.31631767,0.0,436046.221363359,0.0,0.0,0.0
midi_bus,2043,72880515.85842986,0.0,368978.3573781428,0.0,0.0,0.0
midi_bus,2044,83140907.45606464,0.0,311383.58881321945,0.0,0.0,0.0
